Category,Date,Value
Education,2008-08-01,32.6
Education,2008-09-01,32.6
Education,2008-10-01,32.6
Education,2008-11-01,32.6
Education,2008-12-01,32.6
Education,2009-01-01,32.6
Education,2009-02-01,32.6
Education,2009-03-01,36.0
Education,2009-04-01,36.0
Education,2009-05-01,36.0
Education,2009-06-01,36.0
Education,2009-07-01,36.0
Education,2009-08-01,36.0
Education,2009-09-01,36.0
Education,2009-10-01,36.0
Education,2009-11-01,36.0
Education,2009-12-01,36.0
Education,2010-01-01,36.0
Education,2010-02-01,36.0
Education,2010-03-01,39.4
Education,2010-04-01,39.4
Education,2010-05-01,39.4
Education,2010-06-01,39.4
Education,2010-07-01,39.4
Education,2010-08-01,39.4
Education,2010-09-01,39.4
Education,2010-10-01,39.4
Education,2010-11-01,39.4
Education,2010-12-01,39.4
Education,2011-01-01,39.4
Education,2011-02-01,39.4
Education,2011-03-01,42.8
Education,2011-04-01,42.8
Education,2011-05-01,42.8
Education,2011-06-01,42.8
Education,2011-07-01,42.8
Education,2011-08-01,42.8
Education,2011-09-01,42.8
Education,2011-10-01,42.8
Education,2011-11-01,42.8
Education,2011-12-01,42.8
Education,2012-01-01,42.8
Education,2012-02-01,42.8
Education,2012-03-01,46.6
Education,2012-04-01,46.6
Education,2012-05-01,46.6
Education,2012-06-01,46.6
Education,2012-07-01,46.6
Education,2012-08-01,46.6
Education,2012-09-01,46.6
Education,2012-10-01,46.6
Education,2012-11-01,46.6
Education,2012-12-01,46.6
Education,2013-01-01,46.6
Education,2013-02-01,46.6
Education,2013-03-01,50.8
Education,2013-04-01,50.8
Education,2013-05-01,50.8
Education,2013-06-01,50.8
Education,2013-07-01,50.8
Education,2013-08-01,50.8
Education,2013-09-01,50.8
Education,2013-10-01,50.8
Education,2013-11-01,50.8
Education,2013-12-01,50.8
Education,2014-01-01,50.8
Education,2014-02-01,50.8
Education,2014-03-01,55.3
Education,2014-04-01,55.3
Education,2014-05-01,55.3
Education,2014-06-01,55.3
Education,2014-07-01,55.3
Education,2014-08-01,55.3
Education,2014-09-01,55.3
Education,2014-10-01,55.3
Education,2014-11-01,55.3
Education,2014-12-01,55.3
Education,2015-01-01,55.3
Education,2015-02-01,55.3
Education,2015-03-01,60.4
Education,2015-04-01,60.4
Education,2015-05-01,60.4
Education,2015-06-01,60.4
Education,2015-07-01,60.4
Education,2015-08-01,60.4
Education,2015-09-01,60.4
Education,2015-10-01,60.4
Education,2015-11-01,60.4
Education,2015-12-01,60.4
Education,2016-01-01,60.4
Education,2016-02-01,60.4
Education,2016-03-01,63.1
Education,2016-04-01,63.1
Education,2016-05-01,63.1
Education,2016-06-01,63.1
Education,2016-07-01,63.1
Education,2016-08-01,63.1
Education,2016-09-01,63.1
Education,2016-10-01,63.1
Education,2016-11-01,63.1
Education,2016-12-01,63.1
Education,2017-01-01,63.1
Education,2017-02-01,63.1
Education,2017-03-01,67.5
Education,2017-04-01,67.5
Education,2017-05-01,67.5
Education,2017-06-01,67.5
Education,2017-07-01,67.5
Education,2017-08-01,67.5
Education,2017-09-01,67.5
Education,2017-10-01,67.5
Education,2017-11-01,67.5
Education,2017-12-01,67.5
Education,2018-01-01,67.5
Education,2018-02-01,67.5
Education,2018-03-01,72.1
Education,2018-04-01,72.1
Education,2018-05-01,72.1
Education,2018-06-01,72.1
Education,2018-07-01,72.1
Education,2018-08-01,72.1
Education,2018-09-01,72.1
Education,2018-10-01,72.1
Education,2018-11-01,72.1
Education,2018-12-01,72.1
Education,2019-01-01,72.1
Education,2019-02-01,72.1
Education,2019-03-01,76.9
Education,2019-04-01,76.9
Education,2019-05-01,76.9
Education,2019-06-01,76.9
Education,2019-07-01,76.9
Education,2019-08-01,76.9
Education,2019-09-01,76.9
Education,2019-10-01,76.9
Education,2019-11-01,76.9
Education,2019-12-01,76.9
Education,2020-01-01,76.9
Education,2020-02-01,76.9
Education,2020-03-01,81.9
Education,2020-04-01,81.9
Education,2020-05-01,81.9
Education,2020-06-01,81.9
Education,2020-07-01,81.9
Education,2020-08-01,81.9
Education,2020-09-01,81.9
Education,2020-10-01,81.9
Education,2020-11-01,81.9
Education,2020-12-01,81.9
Education,2021-01-01,81.9
Education,2021-02-01,81.9
Education,2021-03-01,85.2
Education,2021-04-01,85.2
Education,2021-05-01,85.2
Education,2021-06-01,85.2
Education,2021-07-01,85.2
Education,2021-08-01,85.2
Education,2021-09-01,85.2
Education,2021-10-01,85.2
Education,2021-11-01,85.2
Education,2021-12-01,85.2
Education,2022-01-01,85.2
Education,2022-02-01,85.2
Education,2022-03-01,88.9
Education,2022-04-01,88.9
Education,2022-05-01,88.9
Education,2022-06-01,88.9
Education,2022-07-01,88.9
Education,2022-08-01,88.9
Education,2022-09-01,88.9
Education,2022-10-01,88.9
Education,2022-11-01,88.9
Education,2022-12-01,88.9
Education,2023-01-01,88.9
Education,2023-02-01,88.9
Education,2023-03-01,94.0
Education,2023-04-01,94.0
Education,2023-05-01,94.0
Education,2023-06-01,94.0
Education,2023-07-01,94.0
Education,2023-08-01,94.0
Education,2023-09-01,94.0
Education,2023-10-01,94.0
Education,2023-11-01,94.0
Education,2023-12-01,94.0
Education,2024-01-01,94.0
Education,2024-02-01,94.0
Education,2024-03-01,100.0
Education,2024-04-01,100.0
Education,2024-05-01,100.0
Education,2024-06-01,100.0
Education,2024-07-01,100.0
Education,2024-08-01,100.0
Education,2024-09-01,100.0
Education,2024-10-01,100.0
Education,2024-11-01,100.0
Education,2024-12-01,100.0
Education,2025-01-01,100.0
Education,2025-02-01,100.0
Education,2025-03-01,104.5
Education,2025-04-01,104.5
Education,2025-05-01,104.5
Education,2025-06-01,104.5
Education,2025-07-01,104.5
Education,2025-08-01,104.5
Education,2025-09-01,104.5
Education,2025-10-01,104.5
Education,2025-11-01,104.5
Education,2025-12-01,104.5
Education,2026-01-01,104.5
Food and non alcoholic beverages,2008-01-01,34.3
Food and non alcoholic beverages,2008-02-01,34.3
Food and non alcoholic beverages,2008-03-01,34.8
Food and non alcoholic beverages,2008-04-01,35.3
Food and non alcoholic beverages,2008-05-01,35.9
Food and non alcoholic beverages,2008-06-01,36.5
Food and non alcoholic beverages,2008-07-01,37.0
Food and non alcoholic beverages,2008-08-01,37.5
Food and non alcoholic beverages,2008-09-01,38.1
Food and non alcoholic beverages,2008-10-01,38.3
Food and non alcoholic beverages,2008-11-01,38.6
Food and non alcoholic beverages,2008-12-01,38.9
Food and non alcoholic beverages,2009-01-01,39.7
Food and non alcoholic beverages,2009-02-01,39.7
Food and non alcoholic beverages,2009-03-01,39.9
Food and non alcoholic beverages,2009-04-01,40.1
Food and non alcoholic beverages,2009-05-01,40.3
Food and non alcoholic beverages,2009-06-01,40.2
Food and non alcoholic beverages,2009-07-01,40.1
Food and non alcoholic beverages,2009-08-01,40.1
Food and non alcoholic beverages,2009-09-01,40.1
Food and non alcoholic beverages,2009-10-01,40.4
Food and non alcoholic beverages,2009-11-01,40.4
Food and non alcoholic beverages,2009-12-01,40.3
Food and non alcoholic beverages,2010-01-01,40.6
Food and non alcoholic beverages,2010-02-01,40.5
Food and non alcoholic beverages,2010-03-01,40.4
Food and non alcoholic beverages,2010-04-01,40.5
Food and non alcoholic beverages,2010-05-01,40.6
Food and non alcoholic beverages,2010-06-01,40.5
Food and non alcoholic beverages,2010-07-01,40.6
Food and non alcoholic beverages,2010-08-01,40.8
Food and non alcoholic beverages,2010-09-01,40.6
Food and non alcoholic beverages,2010-10-01,40.8
Food and non alcoholic beverages,2010-11-01,41.0
Food and non alcoholic beverages,2010-12-01,41.0
Food and non alcoholic beverages,2011-01-01,41.9
Food and non alcoholic beverages,2011-02-01,41.9
Food and non alcoholic beverages,2011-03-01,42.5
Food and non alcoholic beverages,2011-04-01,42.4
Food and non alcoholic beverages,2011-05-01,43.2
Food and non alcoholic beverages,2011-06-01,43.4
Food and non alcoholic beverages,2011-07-01,43.6
Food and non alcoholic beverages,2011-08-01,43.8
Food and non alcoholic beverages,2011-09-01,44.2
Food and non alcoholic beverages,2011-10-01,45.1
Food and non alcoholic beverages,2011-11-01,45.4
Food and non alcoholic beverages,2011-12-01,45.4
Food and non alcoholic beverages,2012-01-01,46.2
Food and non alcoholic beverages,2012-02-01,46.0
Food and non alcoholic beverages,2012-03-01,46.1
Food and non alcoholic beverages,2012-04-01,46.1
Food and non alcoholic beverages,2012-05-01,46.0
Food and non alcoholic beverages,2012-06-01,45.9
Food and non alcoholic beverages,2012-07-01,45.9
Food and non alcoholic beverages,2012-08-01,45.9
Food and non alcoholic beverages,2012-09-01,46.8
Food and non alcoholic beverages,2012-10-01,47.9
Food and non alcoholic beverages,2012-11-01,48.6
Food and non alcoholic beverages,2012-12-01,48.6
Food and non alcoholic beverages,2013-01-01,49.0
Food and non alcoholic beverages,2013-02-01,48.8
Food and non alcoholic beverages,2013-03-01,48.7
Food and non alcoholic beverages,2013-04-01,49.0
Food and non alcoholic beverages,2013-05-01,49.0
Food and non alcoholic beverages,2013-06-01,49.0
Food and non alcoholic beverages,2013-07-01,49.0
Food and non alcoholic beverages,2013-08-01,49.2
Food and non alcoholic beverages,2013-09-01,49.5
Food and non alcoholic beverages,2013-10-01,50.0
Food and non alcoholic beverages,2013-11-01,50.4
Food and non alcoholic beverages,2013-12-01,50.3
Food and non alcoholic beverages,2014-01-01,51.1
Food and non alcoholic beverages,2014-02-01,51.4
Food and non alcoholic beverages,2014-03-01,52.1
Food and non alcoholic beverages,2014-04-01,52.8
Food and non alcoholic beverages,2014-05-01,53.3
Food and non alcoholic beverages,2014-06-01,53.3
Food and non alcoholic beverages,2014-07-01,53.3
Food and non alcoholic beverages,2014-08-01,53.8
Food and non alcoholic beverages,2014-09-01,53.8
Food and non alcoholic beverages,2014-10-01,53.9
Food and non alcoholic beverages,2014-11-01,54.2
Food and non alcoholic beverages,2014-12-01,53.9
Food and non alcoholic beverages,2015-01-01,54.5
Food and non alcoholic beverages,2015-02-01,54.7
Food and non alcoholic beverages,2015-03-01,55.2
Food and non alcoholic beverages,2015-04-01,55.4
Food and non alcoholic beverages,2015-05-01,55.8
Food and non alcoholic beverages,2015-06-01,55.6
Food and non alcoholic beverages,2015-07-01,55.7
Food and non alcoholic beverages,2015-08-01,56.2
Food and non alcoholic beverages,2015-09-01,56.2
Food and non alcoholic beverages,2015-10-01,56.5
Food and non alcoholic beverages,2015-11-01,56.8
Food and non alcoholic beverages,2015-12-01,57.1
Food and non alcoholic beverages,2016-01-01,58.2
Food and non alcoholic beverages,2016-02-01,59.4
Food and non alcoholic beverages,2016-03-01,60.4
Food and non alcoholic beverages,2016-04-01,61.5
Food and non alcoholic beverages,2016-05-01,61.7
Food and non alcoholic beverages,2016-06-01,61.7
Food and non alcoholic beverages,2016-07-01,61.9
Food and non alcoholic beverages,2016-08-01,62.5
Food and non alcoholic beverages,2016-09-01,62.5
Food and non alcoholic beverages,2016-10-01,63.1
Food and non alcoholic beverages,2016-11-01,63.4
Food and non alcoholic beverages,2016-12-01,63.8
Food and non alcoholic beverages,2017-01-01,64.9
Food and non alcoholic beverages,2017-02-01,65.3
Food and non alcoholic beverages,2017-03-01,65.6
Food and non alcoholic beverages,2017-04-01,65.6
Food and non alcoholic beverages,2017-05-01,65.9
Food and non alcoholic beverages,2017-06-01,65.9
Food and non alcoholic beverages,2017-07-01,66.2
Food and non alcoholic beverages,2017-08-01,66.0
Food and non alcoholic beverages,2017-09-01,65.9
Food and non alcoholic beverages,2017-10-01,66.4
Food and non alcoholic beverages,2017-11-01,66.6
Food and non alcoholic beverages,2017-12-01,66.9
Food and non alcoholic beverages,2018-01-01,67.8
Food and non alcoholic beverages,2018-02-01,67.8
Food and non alcoholic beverages,2018-03-01,67.9
Food and non alcoholic beverages,2018-04-01,68.2
Food and non alcoholic beverages,2018-05-01,68.2
Food and non alcoholic beverages,2018-06-01,68.2
Food and non alcoholic beverages,2018-07-01,68.4
Food and non alcoholic beverages,2018-08-01,68.3
Food and non alcoholic beverages,2018-09-01,68.5
Food and non alcoholic beverages,2018-10-01,68.6
Food and non alcoholic beverages,2018-11-01,68.9
Food and non alcoholic beverages,2018-12-01,68.9
Food and non alcoholic beverages,2019-01-01,69.8
Food and non alcoholic beverages,2019-02-01,69.8
Food and non alcoholic beverages,2019-03-01,70.0
Food and non alcoholic beverages,2019-04-01,70.2
Food and non alcoholic beverages,2019-05-01,70.3
Food and non alcoholic beverages,2019-06-01,70.6
Food and non alcoholic beverages,2019-07-01,70.6
Food and non alcoholic beverages,2019-08-01,71.0
Food and non alcoholic beverages,2019-09-01,71.2
Food and non alcoholic beverages,2019-10-01,71.1
Food and non alcoholic beverages,2019-11-01,71.3
Food and non alcoholic beverages,2019-12-01,71.6
Food and non alcoholic beverages,2020-01-01,72.5
Food and non alcoholic beverages,2020-02-01,72.8
Food and non alcoholic beverages,2020-03-01,73.0
Food and non alcoholic beverages,2020-04-01,73.2
Food and non alcoholic beverages,2020-05-01,73.4
Food and non alcoholic beverages,2020-06-01,73.6
Food and non alcoholic beverages,2020-07-01,73.8
Food and non alcoholic beverages,2020-08-01,73.8
Food and non alcoholic beverages,2020-09-01,73.9
Food and non alcoholic beverages,2020-10-01,75.0
Food and non alcoholic beverages,2020-11-01,75.4
Food and non alcoholic beverages,2020-12-01,75.8
Food and non alcoholic beverages,2021-01-01,76.4
Food and non alcoholic beverages,2021-02-01,76.6
Food and non alcoholic beverages,2021-03-01,77.1
Food and non alcoholic beverages,2021-04-01,77.8
Food and non alcoholic beverages,2021-05-01,78.3
Food and non alcoholic beverages,2021-06-01,78.6
Food and non alcoholic beverages,2021-07-01,78.6
Food and non alcoholic beverages,2021-08-01,78.9
Food and non alcoholic beverages,2021-09-01,78.9
Food and non alcoholic beverages,2021-10-01,79.5
Food and non alcoholic beverages,2021-11-01,79.6
Food and non alcoholic beverages,2021-12-01,80.0
Food and non alcoholic beverages,2022-01-01,80.7
